season,competition,team_name,rank,points,played,wins,draws,losses,goals_for,goals_against,goals_diff,status,description,source_provider,source_url,last_verified_at
2013/14,Serie A,Juventus F.C.,1,102,38,33,3,2,80,23,57,champion|champions_league,Campione Serie A 2013/14; qualificata alla fase a gironi di UEFA Champions League 2014/15.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,A.S. Roma,2,85,38,26,7,5,72,25,47,champions_league,Qualificata alla fase a gironi di UEFA Champions League 2014/15.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,S.S.C. Napoli,3,78,38,23,9,6,77,39,38,champions_league_qualifying,Qualificata al turno di qualificazione/playoff di UEFA Champions League 2014/15.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,A.C.F. Fiorentina,4,65,38,19,8,11,65,44,21,europa_league,Qualificata alla UEFA Europa League 2014/15.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,F.C. Internazionale,5,60,38,15,15,8,62,39,23,europa_league,Qualificata alla UEFA Europa League 2014/15.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Parma F.C.,6,58,38,15,13,10,58,46,12,europa_league_denied,"Sesta sul campo e sportivamente in zona Europa League, ma licenza UEFA negata per ritardi/irregolarità nei pagamenti fiscali; il posto europeo passa al Torino. Rank non modificato.",RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Torino F.C.,7,57,38,15,12,11,58,48,10,europa_league,Settimo in classifica; subentra in UEFA Europa League 2014/15 dopo la licenza UEFA negata al Parma.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,A.C. Milan,8,57,38,16,9,13,57,49,8,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,S.S. Lazio,9,56,38,15,11,12,54,54,0,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Hellas Verona F.C.,10,54,38,16,6,16,62,68,-6,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Atalanta B.C.,11,50,38,15,5,18,43,51,-8,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,U.C. Sampdoria,12,45,38,12,9,17,48,62,-14,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Udinese Calcio,13,44,38,12,8,18,46,57,-11,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Genoa C.F.C.,14,44,38,11,11,16,41,50,-9,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Cagliari Calcio,15,39,38,9,12,17,34,53,-19,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,A.C. Chievo Verona,16,36,38,10,6,22,34,54,-20,none,,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,U.S. Sassuolo Calcio,17,34,38,9,7,22,43,72,-29,none,Prima stagione in Serie A; salvezza ottenuta sul campo.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Calcio Catania,18,32,38,8,8,22,34,66,-32,relegated,Retrocesso in Serie B.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,Bologna F.C. 1909,19,29,38,5,14,19,28,58,-30,relegated,Retrocesso in Serie B.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
2013/14,Serie A,A.S. Livorno Calcio,20,25,38,6,7,25,39,77,-38,relegated,Retrocesso in Serie B.,RSSSF + WorldFootball + UEFA/license sources cross-check,https://www.rsssf.org/tablesi/ital2014.html,2026-08-10
