season,competition,team_name,rank,points,played,wins,draws,losses,goals_for,goals_against,goals_diff,status,description,source_provider,source_url,last_verified_at
2020/21,Serie A,Inter,1,91,38,28,7,3,89,35,54,champion|champions_league,Campione d Italia 2020/21 e qualificata alla fase a gironi di Champions League.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Milan,2,79,38,24,7,7,74,41,33,champions_league,Qualificata alla fase a gironi di Champions League.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Atalanta,3,78,38,23,9,6,90,47,43,champions_league,Qualificata alla fase a gironi di Champions League. Pari punti con Juventus ma avanti per scontri diretti: 4 punti e 2-1 complessivo.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Juventus,4,78,38,23,9,6,77,38,39,champions_league,Qualificata alla fase a gironi di Champions League. Pari punti con Atalanta ma dietro per scontri diretti: 1 punto e 1-2 complessivo; vinse anche la Coppa Italia.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Napoli,5,77,38,24,5,9,86,41,45,europa_league,Qualificata alla fase a gironi di Europa League tramite piazzamento in campionato.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Lazio,6,68,38,21,5,12,61,55,6,europa_league,Qualificata alla fase a gironi di Europa League tramite piazzamento in campionato.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Roma,7,62,38,18,8,12,68,58,10,conference_league,"Qualificata alla UEFA Europa Conference League 2021/22. Pari punti con Sassuolo: scontri diretti pari, Roma avanti per migliore differenza reti generale.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Sassuolo,8,62,38,17,11,10,64,56,8,none,"Ottavo posto: 62 punti, 17 vittorie, 11 pareggi, 10 sconfitte, 64 gol fatti e 56 subiti. Pari punti con Roma; scontri diretti pari 2-2 e 2 punti ciascuna, Sassuolo dietro per differenza reti generale e quindi fuori dal posto Conference League.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Sampdoria,9,52,38,15,7,16,52,54,-2,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Hellas Verona,10,45,38,11,12,15,46,48,-2,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Genoa,11,42,38,10,12,16,47,58,-11,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Bologna,12,41,38,10,11,17,51,65,-14,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Fiorentina,13,40,38,9,13,16,47,59,-12,none,"Pari punti con Udinese; scontri diretti pari 3-3 e 3 punti ciascuna, Fiorentina avanti per migliore differenza reti generale.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Udinese,14,40,38,10,10,18,42,58,-16,none,"Pari punti con Fiorentina; scontri diretti pari 3-3 e 3 punti ciascuna, Udinese dietro per differenza reti generale.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Spezia,15,39,38,9,12,17,52,72,-20,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Cagliari,16,37,38,9,10,19,43,59,-16,none,"Pari punti con Torino; scontri diretti pari 3-3 e 3 punti ciascuna, Cagliari avanti per migliore differenza reti generale.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Torino,17,37,38,7,16,15,50,69,-19,none,"Salvo al 17° posto. Non pari con Benevento: Torino 37 punti, Benevento 33. Pari punti con Cagliari, dietro per differenza reti generale dopo scontri diretti pari.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Benevento,18,33,38,7,12,19,40,75,-35,relegated,"Retrocessa in Serie B; non a pari punti con Torino, quindi nessun tie-break salvezza diretto.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Crotone,19,23,38,6,5,27,45,92,-47,relegated,Retrocessa in Serie B.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
2020/21,Serie A,Parma,20,20,38,3,11,24,39,83,-44,relegated,Retrocessa in Serie B.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2021.html,2026-08-10
