season,competition,team_name,rank,points,played,wins,draws,losses,goals_for,goals_against,goals_diff,status,description,source_provider,source_url,last_verified_at
2018/19,Serie A,Juventus,1,90,38,28,6,4,70,30,40,champion|champions_league,Campione d Italia 2018/19 e qualificata alla fase a gironi di Champions League.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Napoli,2,79,38,24,7,7,74,36,38,champions_league,Qualificata alla fase a gironi di Champions League.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Atalanta,3,69,38,20,9,9,77,46,31,champions_league,Qualificata alla fase a gironi di Champions League. Pari punti con Inter ma avanti per scontri diretti: 4 punti e 4-1 complessivo contro 1 punto Inter.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Inter,4,69,38,20,9,9,57,33,24,champions_league,Qualificata alla fase a gironi di Champions League. Pari punti con Atalanta ma dietro per scontri diretti: 1 punto e 1-4 complessivo.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Milan,5,68,38,19,11,8,55,36,19,europa_league_denied,Quinto posto sportivo; qualificazione Europa League ottenuta sul campo ma esclusa dalle competizioni UEFA 2019/20 per settlement CAS/FFP. Rank invariato.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Roma,6,66,38,18,12,8,66,48,18,europa_league,"Sesta classificata; dopo esclusione Milan, Roma passa all Europa League group stage senza modificare il rank sportivo.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Torino,7,63,38,16,15,7,52,37,15,europa_league_qualifying,Settima classificata; dopo esclusione Milan entra nelle qualificazioni di Europa League senza modificare il rank sportivo.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Lazio,8,59,38,17,8,13,56,46,10,europa_league,Ottava in campionato ma qualificata all Europa League come vincitrice della Coppa Italia 2018/19; rank sportivo invariato.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Sampdoria,9,53,38,15,8,15,60,51,9,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Bologna,10,44,38,11,11,16,48,56,-8,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Sassuolo,11,43,38,9,16,13,53,60,-7,none,"Undicesimo posto: 43 punti, 9 vittorie, 16 pareggi, 13 sconfitte, 53 gol fatti e 60 subiti. Pari punti con Udinese; scontri diretti pari 1-1, Sassuolo avanti per migliore differenza reti generale.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Udinese,12,43,38,11,10,17,39,53,-14,none,"Pari punti con Sassuolo; scontri diretti pari 1-1, Udinese dietro per differenza reti generale.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,SPAL,13,42,38,11,9,18,44,56,-12,none,,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Parma,14,41,38,10,11,17,41,61,-20,none,"Pari punti con Cagliari e Fiorentina; mini-classifica degli scontri diretti: Parma 9 punti, Cagliari 7, Fiorentina 1.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Cagliari,15,41,38,10,11,17,36,54,-18,none,"Pari punti con Parma e Fiorentina; mini-classifica degli scontri diretti: Parma 9 punti, Cagliari 7, Fiorentina 1.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Fiorentina,16,41,38,8,17,13,47,45,2,none,Pari punti con Parma e Cagliari; dietro nella mini-classifica degli scontri diretti con 1 punto.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Genoa,17,38,38,8,14,16,39,57,-18,none,Salva al 17° posto. Pari punti con Empoli ma avanti per scontri diretti: 6 punti e 5-1 complessivo.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Empoli,18,38,38,10,8,20,51,70,-19,relegated,Retrocessa in Serie B. Pari punti con Genoa ma dietro per scontri diretti: 0 punti e 1-5 complessivo.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Frosinone,19,25,38,5,10,23,29,69,-40,relegated,Retrocessa in Serie B.,RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
2018/19,Serie A,Chievo Verona,20,17,38,2,14,22,25,75,-50,relegated|points_deduction,"Retrocessa in Serie B. 20 punti sportivi teorici da 2 vittorie e 14 pareggi, meno 3 punti di penalizzazione FIGC per irregolarita finanziarie/plusvalenze, 17 punti ufficiali.",RSSSF + WorldFootball cross-check,https://www.rsssf.org/tablesi/ital2019.html,2026-08-10
